"","X","X2010.01.31","X2010.02.28","X2010.03.31","X2010.04.30","X2010.05.31","X2010.06.30","X2010.07.31","X2010.08.31","X2010.09.30","X2010.10.31","X2010.11.30","X2010.12.31","X2011.01.31","X2011.02.28","X2011.03.31","X2011.04.30","X2011.05.31","X2011.06.30","X2011.07.31","X2011.08.31","X2011.09.30","X2011.10.31","X2011.11.30","X2011.12.31","X2012.01.31","X2012.02.29","X2012.03.31","X2012.04.30","X2012.05.31","X2012.06.30","X2012.07.31","X2012.08.31","X2012.09.30","X2012.10.31","X2012.11.30","X2012.12.31","X2013.01.31","X2013.02.28","X2013.03.31","X2013.04.30","X2013.05.31","X2013.06.30","X2013.07.31","X2013.08.31","X2013.09.30","X2013.10.31","X2013.11.30","X2013.12.31","X2014.01.31","X2014.02.28","X2014.03.31","X2014.04.30","X2014.05.31","X2014.06.30","X2014.07.31","X2014.08.31","X2014.09.30","X2014.10.31","X2014.11.30","X2014.12.31","X2015.01.31","X2015.02.28","X2015.03.31","X2015.04.30","X2015.05.31","X2015.06.30","X2015.07.31","X2015.08.31","X2015.09.30","X2015.10.31","X2015.11.30","X2015.12.31","X2016.01.31","X2016.02.29","X2016.03.31","X2016.04.30","X2016.05.31","X2016.06.30","X2016.07.31","X2016.08.31","X2016.09.30","X2016.10.31","X2016.11.30","X2016.12.31","X2017.01.31","X2017.02.28","X2017.03.31","X2017.04.30","X2017.05.31","X2017.06.30","X2017.07.31","X2017.08.31","X2017.09.30","X2017.10.31","X2017.11.30","X2017.12.31","X2018.01.31","X2018.02.28","X2018.03.31","X2018.04.30","X2018.05.31","X2018.06.30","X2018.07.31","X2018.08.31","X2018.09.30","X2018.10.31","X2018.11.30","X2018.12.31","X2019.01.31","X2019.02.28","X2019.03.31","X2019.04.30","X2019.05.31","X2019.06.30","X2019.07.31","X2019.08.31","X2019.09.30","X2019.10.31","X2019.11.30","X2019.12.31","X2020.01.31","X2020.02.29","X2020.03.31","X2020.04.30","X2020.05.31","X2020.06.30","X2020.07.31","X2020.08.31","X2020.09.30","X2020.10.31","X2020.11.30","X2020.12.31","X2021.01.31","X2021.02.28","X2021.03.31","County","Zip","State","City","Population_density","Crime_rate_Per1000","School_ranking","crime_rate","label_density"
"103",102,456963,457754,459970,464730,465171,463613,458304,455520,451737,447031,441914,439097,436815,434386,429586,426271,423617,422488,420849,418253,415453,413536,412486,409853,409003,408355,410394,410974,413663,416544,419889,423662,428841,435536,441517,449770,455896,462413,470140,479657,488577,497330,505706,515412,520588,523942,525957,528928,534814,541347,540075,536752,531954,531154,532549,531120,532880,533668,537526,538121,536501,536315,543054,549019,554632,555820,557370,559340,561799,565365,568830,574095,581706,583894,582382,581664,583331,587245,588358,592888,597034,601538,604197,606811,606890,610716,616925,625454,633512,638277,641909,643041,646654,652154,657505,663261,671683,678700,682894,681418,680405,682636,687212,692472,694476,696296,696518,695418,691062,689410,689421,695789,700890,708306,713495,716239,716515,714911,715375,717120,722057,728545,735900,740781,745666,748281,752512,759390,769957,782333,794686,807370,819498,830014,840607,"San Diego County",92117,"CA","San Diego",4208.9,19.59,2.98245614035088,3,3
"104",103,779746,779884,792827,797090,801445,791381,782546,779112,782856,785550,777736,769441,763388,755732,748475,743775,739624,744163,747769,754251,749344,742066,745048,747280,750957,756924,765126,778698,792410,805876,820804,833367,850761,871384,890101,909604,927449,939692,952653,965374,982607,997955,1006193,1008926,1008417,1014221,1015439,1027134,1039771,1061568,1070335,1074759,1078609,1089255,1110108,1132212,1160152,1179256,1203847,1216516,1226319,1233571,1253459,1271668,1289485,1294178,1298047,1304322,1312807,1319834,1322010,1327310,1338082,1346455,1351395,1360708,1358474,1363245,1360268,1368235,1368711,1379762,1392781,1409478,1418831,1429041,1437155,1450645,1469977,1493420,1523758,1562231,1610966,1656048,1697318,1738780,1782729,1824877,1864159,1890896,1928536,1957842,1984627,1965901,1933848,1893588,1862496,1823617,1782646,1746817,1720112,1709549,1711446,1706882,1691364,1669945,1665594,1664458,1666752,1669287,1685616,1708070,1734112,1749041,1745562,1746036,1754029,1782268,1799325,1816068,1825283,1835923,1834531,1825064,1808172,"Santa Clara County",94086,"CA","Sunnyvale",6795.4,15.77,4,4,2
"105",104,304750,307210,308196,310030,312190,314245,313679,314038,310390,306954,302882,302988,303880,307262,307771,304154,298973,295052,292790,288246,286142,284666,287306,286104,285861,284883,288720,294991,302768,306816,311944,315095,320734,326735,330896,332303,330972,330129,329133,326896,323664,320715,317691,316078,314736,312648,311402,312522,317606,323584,326976,330075,333755,341408,346878,351886,353551,357140,360339,366345,370603,375225,380339,384128,387298,387931,393546,400536,409094,415056,420344,422778,423397,420503,419733,421846,425575,429678,429510,430670,431680,436523,440954,445178,446663,450081,452604,457510,461484,464485,467579,468951,471253,471224,472514,473814,480116,487499,494363,496676,499036,503530,505753,506366,505979,506669,505340,504103,504540,504145,502513,501866,504806,507397,506956,504278,500002,499636,501282,504416,503603,502695,504521,508261,509753,510062,514173,521412,530568,536969,542954,548238,555586,563949,571742,"Contra Costa County",94806,"CA","San Pablo",11342.6,38.95,3,1,1
"106",105,521851,522628,524410,528395,528456,528521,524660,523584,520561,516514,511079,507739,505055,503112,499161,497138,494962,493144,490473,486950,484398,482781,481748,477906,476235,475080,476401,476091,478212,481752,485028,488573,492670,498460,504064,513888,520795,526874,534274,543620,553639,562545,572570,583472,589475,593779,596568,599287,605217,613035,612682,610214,604684,603833,604199,601182,601953,601970,606153,606766,603783,601923,607597,613096,618421,619051,620738,623400,626323,629141,631237,635538,643919,646390,644727,643551,644793,648032,647823,651539,654992,659996,662621,665086,664144,667364,672675,679872,686957,692107,697049,699064,703029,707849,712916,718037,726412,733679,738196,737835,737325,738689,739718,741090,740076,738801,736493,733640,728273,724874,722818,725913,728005,732193,736079,738038,736748,734989,734848,736684,740484,745196,751703,756985,763050,766798,771837,779432,791045,803697,816443,828806,841323,853291,864846,"San Diego County",92128,"CA","San Diego",4208.9,19.59,2.98245614035088,3,3
"107",106,241048,238321,239117,239127,240489,240134,242778,244545,246338,246103,245619,242635,238392,234747,231673,230137,227103,224525,222233,220180,218515,216908,214332,212609,211534,212232,211873,211594,211675,213651,215262,218754,221090,223276,226402,231860,238875,243982,249927,256543,264034,271403,278334,283771,288798,296153,303475,309618,313192,319013,323193,326668,330104,334062,338857,342546,347284,348317,350209,350974,354702,357569,362591,367239,370315,370564,369952,371455,373942,380247,384160,389141,391493,392554,392748,393380,397077,402809,408866,413672,416633,417349,419844,421793,424036,428565,432726,437553,439008,439898,440257,441979,445633,449999,453679,458126,465777,470183,473184,473683,476795,480761,484756,487576,488942,490040,491727,492560,488596,486643,485651,487634,488401,489342,492650,495493,496830,496150,494688,493333,494835,496488,500047,502346,504872,507122,508090,510202,514294,520512,527659,535613,543554,551641,558806,"Solano County",94591,"CA","Vallejo",3896.3,40.81,2,1,3
"108",107,501654,501002,501291,503721,509529,507980,505672,500106,496141,493018,488845,486230,483809,482771,480139,477587,472322,474056,475218,476373,473860,470814,469559,466895,465570,464824,464354,464652,465244,464706,464332,464510,467487,472305,478078,486196,492525,501939,511013,522365,530944,540149,548249,558868,567009,573064,577143,579328,583019,582276,583662,582958,585962,587785,593272,595217,597322,597998,600626,602688,606037,610320,613894,614426,615447,615177,613786,613052,614309,617178,619385,623405,626072,629402,631185,635361,637401,641432,643128,646756,651244,657141,660960,663068,665928,667798,669990,671701,676269,680669,686933,691986,696051,700206,707245,714933,721370,727839,735456,742747,749268,754706,759141,760942,760019,757612,755522,753284,752715,750145,745571,744592,748694,756139,754266,751759,750761,754154,756708,760091,764399,769928,776953,782459,783089,781576,787567,795542,803853,809479,814977,819750,823213,826879,830368,"Los Angeles County",91801,"CA","Alhambra",11129.7,20.52,3,3,1
"109",108,263526,262454,263631,265356,269229,269319,270059,268640,269432,269799,269669,269326,269294,269775,268577,267486,264815,265078,264991,265985,265294,264356,263971,263075,262609,262136,262078,262368,263512,264861,266196,267408,269306,272658,275619,280436,283881,290084,296386,304235,310215,316261,322065,328952,334745,339198,343239,345765,349667,350565,351951,351906,353738,355207,357385,358788,360593,362271,364759,367094,370659,374133,377712,378899,381313,383487,386274,388570,391260,394493,397828,402329,404896,408138,410270,415518,418701,421793,423392,425781,429115,432744,435195,436763,438960,440787,443103,444289,447182,450242,454121,457687,460330,462541,466184,470233,474516,479621,485097,489764,493753,497309,501470,503330,504560,504453,504767,503675,502662,499663,496872,496291,498849,502749,503793,504557,504844,507358,510799,517111,523984,530227,536667,542251,546323,549283,554345,561063,568913,575908,581731,585948,589723,595171,600544,"Los Angeles County",91331,"CA","Los Angeles",8335.9,21.28,2.21276595744681,3,1
"110",109,366325,366613,367457,371662,374078,375375,371863,370040,367799,365178,361376,359271,359129,357707,355479,352005,348628,347345,347313,346763,344647,343721,344033,344082,341334,339366,338866,339792,341783,342684,346233,350635,355981,360412,363408,366896,373802,382419,392531,400514,409015,416980,422204,426015,429880,434539,440477,446124,450406,452460,451392,451238,450140,450355,451021,452344,454123,455641,457491,458435,458748,459996,461996,465358,466923,468972,471034,474220,477736,480952,482510,486206,489342,493468,496239,497766,501596,504004,508484,512263,514787,517066,520542,522792,526361,528003,531595,534529,537995,542399,545506,547383,549929,552200,555586,559386,563183,566979,569753,574089,577464,581173,582272,582330,581170,582194,583248,583818,582559,581514,580805,580688,583537,586267,589950,591418,594510,595951,596699,596296,598482,602427,607503,611558,613678,615505,618480,624397,629890,636033,642813,651118,658699,665378,671770,"Orange County",92805,"CA","Anaheim",6942.3,23.62,2.5,2,2
"111",110,422593,419952,422416,426381,431889,427095,423904,420286,419754,419203,416626,416624,416680,418216,414696,410800,404977,405910,406283,405307,402643,398753,399136,398164,399408,398923,399547,400274,403322,406986,410861,415297,420757,428908,435655,443846,450421,461328,472051,484238,492237,500511,509593,521012,530733,536648,541248,543277,546729,546801,548120,549413,553845,556584,560417,560926,563712,566553,573006,579142,585472,591895,600147,604281,609540,613866,618824,624758,629460,635697,638995,645828,651852,659747,663845,670903,674920,681570,685252,689807,694759,700681,706687,710795,716013,717850,720424,724981,733648,740643,744960,749819,755720,763242,771782,779697,786061,795492,806201,813898,817904,820983,826067,831756,833998,834625,833790,832637,831545,826037,821049,819593,826258,833876,831956,824983,817224,815468,818340,825399,834079,840057,844039,847364,844912,844626,851644,862637,876391,886801,894476,899922,905230,915631,928456,"Los Angeles County",90042,"CA","Los Angeles",8335.9,21.28,2.21276595744681,3,1
"112",111,385490,386136,387245,390259,390259,390731,388904,388625,385046,379861,375352,372793,370952,368976,365741,363949,361969,361333,359370,356620,354915,354919,355384,353776,353495,353430,354653,354307,355997,358483,361852,366043,370510,375461,379092,385877,390988,395876,402123,409853,417976,425417,433393,441343,445356,447424,449556,451305,455493,461042,461045,459661,455940,455782,456663,454657,455751,456457,460308,461711,461168,461431,466256,470297,474588,474845,475424,477596,480801,484892,487759,491949,498416,500532,500086,500811,503165,507303,508616,512558,515131,518515,520385,522487,521847,524354,528614,534087,538695,541613,544902,546344,549496,552630,555712,559621,566082,571821,575216,575193,575422,576742,577551,578269,578009,579128,579611,578366,574843,572739,572154,575292,578675,583239,587358,589538,589906,588848,589445,591325,595344,599877,605026,609084,612852,615878,620153,626973,636049,646263,656278,666789,677203,687523,698163,"San Diego County",92020,"CA","El Cajon",7103.1,21.9,2.75,3,2
"113",112,308957,310347,312240,313772,313595,313096,312559,314854,315481,313540,310986,308891,308775,310954,311418,311519,310497,309783,307180,302886,301782,302641,306001,308144,308879,308059,307966,307843,308409,307666,310995,312559,314553,314892,317468,321582,325209,326769,329793,335269,344265,354195,359606,367312,370111,376958,379775,382527,386428,395091,403117,410818,415678,422287,428063,431207,438161,443477,450899,458391,468380,477965,488384,494477,500036,502753,511474,521317,531743,539171,546444,551287,552738,549361,546057,545662,546617,549557,549641,551734,551641,554405,556001,558892,560630,566281,570912,576948,581235,583798,585525,587960,593732,597884,602241,606303,613402,620084,625159,626741,629814,633781,635631,632474,629135,628021,627059,624834,623920,621168,618545,616384,618662,620161,619330,616392,612018,611802,613717,618515,618980,619316,622472,628358,631588,634103,640064,650253,661559,669290,675783,681219,689726,700159,709489,"Contra Costa County",94553,"CA","Martinez",2962.2,26.03,2,2,4
"114",113,173235,172360,171876,172497,173700,173995,173184,172110,172270,171525,171489,170577,169827,168111,166741,165378,164265,162200,161155,160421,159858,159093,157917,157268,156700,156797,156909,157085,157339,158849,160956,165241,169193,172047,173163,174112,176578,179238,182711,186483,190638,194070,197088,197760,198387,200189,204149,208735,211392,214017,215602,216947,218260,220254,221516,222788,223783,225696,227153,228002,229789,231199,232697,233668,234451,235146,235926,237345,239408,241065,242318,243724,245116,246708,247960,249209,250298,251361,253140,254914,256119,257030,258310,259757,260765,261396,262800,264567,266575,268460,269467,270624,271871,273675,274645,275585,276489,278540,280210,282013,283573,284887,285990,286567,287506,287584,289132,289799,292141,293309,294799,295371,295891,296952,298751,300188,300710,301952,302379,304501,305156,306268,306924,308245,310346,312332,314272,317025,320652,324383,328569,332278,336784,341836,347727,"Riverside County",92201,"CA","Indio",2757.6,26.14,1.5,2,4
"115",114,541892,544677,544173,548407,551958,555523,555012,558046,559260,558513,553668,548190,545182,541611,539541,541530,541726,539814,534866,533289,536192,541194,544076,545971,546088,548464,549954,548811,549695,556315,564837,574868,584104,592611,602035,605754,615409,628057,644784,657663,671184,678694,691473,697258,704794,711397,718934,730122,737505,741656,742520,748548,752178,759567,762651,767420,771035,774289,779496,787461,790699,798060,807234,815978,827813,836057,850886,866444,880108,890414,898969,901927,913802,920010,927499,933044,934370,939903,934599,933465,931418,936927,939386,952495,958920,970286,970799,974613,979138,984381,993586,998565,1008760,1020949,1042439,1060454,1078005,1086637,1102733,1116105,1136978,1151653,1164427,1173855,1177715,1174977,1163958,1144767,1127065,1116200,1106136,1107995,1116162,1126158,1129937,1125974,1133269,1136401,1144042,1150491,1164980,1175253,1195265,1204883,1206742,1203265,1204712,1213745,1213751,1217534,1217468,1220541,1214800,1208713,1191747,"San Mateo County",94015,"CA","Daly City",13825.7,15.95,3,4,1
"116",115,231102,229946,230255,231141,231154,230368,228772,227685,226140,224098,220751,219043,217951,218260,216770,214289,212492,210853,209599,207342,206073,205213,205971,205477,204531,202390,201722,202957,204313,205641,206221,207975,210313,212553,214860,217639,221195,224927,228806,232688,237421,242761,249327,255068,260927,266503,271410,275936,280470,285767,290187,292507,294544,295654,296995,298595,299338,301068,301789,302905,302682,303208,303931,306066,307294,309202,310590,311402,312934,313937,316734,318805,321376,322656,324463,325934,328484,330105,332237,334127,336410,338049,338927,340273,342194,344805,346847,349535,350660,353306,354323,357033,357837,360174,363306,367026,370016,372249,374179,375402,377630,379009,380979,381702,384029,385316,384911,383976,384059,384521,384687,384654,386501,388189,388783,388553,388670,389678,391357,392623,394005,395960,398566,401984,403409,405576,408925,413479,417694,421766,426381,431852,437319,442752,448434,"San Bernardino County",92399,"CA","Yucaipa",1858.9,18.52,2,4,4
"117",116,308151,311689,313664,316024,318816,320349,320498,318674,318359,315754,316934,317094,316936,314243,312569,311548,311764,309139,307784,307669,306966,306768,304442,303870,302740,302956,303285,303625,303447,305461,308661,313623,317922,320368,322192,324497,329295,334351,340849,348191,356130,364178,371198,376594,383789,393132,403953,411698,417153,422255,424946,426105,426893,428042,427953,427192,425876,426013,425763,426050,427016,427851,429220,430688,431923,433170,435098,437899,440434,441268,441647,443574,445291,447307,448838,450511,451984,452759,454878,457027,458283,459583,461502,463515,465077,465778,468012,470737,473800,477112,478646,481007,484054,487943,490159,492057,494061,498315,501174,503983,506900,509739,512254,512887,513586,512633,513678,513245,516234,517317,519819,520487,521011,521834,522868,523477,522824,524480,525069,528413,528776,530122,530658,532734,536004,539241,543340,549106,556359,563113,570841,578046,586867,596537,607579,"Riverside County",92882,"CA","Corona",4148.9,21.35,2.66666666666667,3,3
"118",117,135976,135656,136058,136107,136745,136089,135333,134768,134402,134685,133760,132496,131616,130217,129058,127412,125605,124240,123440,123385,123136,122486,122285,122652,123291,124206,124450,126046,127794,129826,131227,132388,134059,136087,138218,140166,142258,145171,148579,150997,153838,157338,160895,164346,167009,169995,172589,175304,177239,178387,179409,180865,181307,180996,181928,182382,183798,184085,185435,186126,186747,187148,187743,188301,189483,190192,189591,189849,189636,190199,190057,190361,190851,191627,192008,192587,192726,193391,194041,194172,194223,194835,195373,196021,196895,197616,198500,198335,198416,198765,199687,200873,202216,202663,203878,204679,205392,205992,206580,208430,210501,211989,212717,213152,213848,215267,215366,215642,216232,217180,217873,218161,219197,220691,221482,222368,222941,223875,224909,225375,226002,226869,229404,231724,233344,234624,236906,239379,242073,244433,247369,250946,254416,257733,260016,"Kern County",93308,"CA","Oildale",NA,NA,2.01923076923077,5,5
"119",118,761725,761476,773613,778354,783106,773919,767095,765058,769909,772019,763977,755615,749300,742324,734651,727968,721604,724289,725028,729003,722955,715963,717095,716109,717558,721595,729371,742957,755280,766605,778893,789443,802463,818061,833519,851352,865903,876068,886176,894833,910264,924216,933805,937009,938678,945140,944768,953072,963056,980503,985630,988042,987735,992905,1006207,1019091,1036670,1046996,1064041,1071635,1076671,1079874,1093810,1103797,1113556,1111181,1112425,1119504,1129249,1136914,1139800,1145271,1151635,1154488,1156727,1164851,1165827,1171483,1167114,1169919,1166533,1172009,1178839,1188393,1197662,1208621,1214785,1224240,1233219,1250161,1267733,1294704,1327093,1360541,1391012,1420992,1451633,1481591,1511021,1528391,1560281,1583111,1609295,1592675,1567844,1536027,1513175,1484090,1449763,1419952,1397305,1391458,1394082,1392760,1382963,1367635,1364265,1360073,1362621,1367370,1384284,1401890,1420799,1430026,1425543,1424488,1428756,1452974,1470145,1489949,1500672,1511917,1515306,1516320,1513599,"Santa Clara County",95008,"CA","Campbell",7042,33.96,5,1,2
"120",119,546963,546708,546033,549696,552660,555198,551198,547947,543539,539626,532920,527852,525545,525261,524204,519232,512832,509080,508605,507114,503080,500079,499331,500100,497463,494147,492638,493774,497182,498741,502631,507851,514390,520739,525481,529416,537048,547192,560704,572728,585473,597513,606335,613772,620494,627062,634948,643512,649778,653243,651037,650627,648425,648666,648706,649520,652012,654583,658098,659783,662321,665364,669409,673123,674906,676890,679531,683047,686721,689566,689477,692226,693188,696348,697429,697676,700344,700952,704879,707044,707754,707825,711342,713676,719117,721060,725915,728678,732404,737071,739919,742464,746587,751135,755544,759633,761406,763607,764505,769188,772945,777834,777396,775994,771322,770353,769227,768250,766151,764492,763606,762912,765303,766710,769852,769654,772612,773643,773860,772780,774242,778104,782799,786412,787909,789256,792535,799431,805585,811844,819192,828089,836479,843468,850370,"Orange County",92656,"CA","Aliso Viejo",7323.5,5.39,5,4,1
"121",120,344226,345620,347328,350986,351092,351602,350189,350997,350070,348107,345428,343972,342200,340420,337664,335992,334449,333154,331444,328633,326677,325443,324994,322856,322308,321875,322475,321611,322956,324943,326947,328830,331211,335074,338713,345118,349562,353965,359550,367174,375084,383014,391180,400739,406662,411002,413902,416911,422324,428559,429510,429008,426788,427505,428890,427976,429657,431117,435123,436190,435347,435426,440799,445137,449149,449262,450241,451879,454259,456738,458899,462846,469236,471477,470465,470378,471713,475259,476507,480566,484039,488288,490996,493122,492836,495821,500747,506978,512998,517067,520855,522433,525243,528392,531174,534697,540336,545014,547395,545747,544439,544674,546686,548539,548833,548603,548725,548153,545144,543040,542406,546526,550336,555089,558330,559727,559310,558761,559853,562103,565958,570186,574927,578329,581822,584446,588103,594270,603025,612693,621678,630688,640126,649802,659772,"San Diego County",92056,"CA","Oceanside",4220.4,22.88,2.625,3,3
"122",121,385977,385003,384650,387491,389550,390868,388254,386447,384343,382359,378904,376857,376864,376903,375798,372758,369167,368482,368991,369043,366327,364822,365102,366191,364709,362868,362805,364290,367354,369194,373590,379157,385792,390794,393630,395943,402413,411281,421346,428835,435991,442305,445365,447093,449244,453286,459070,464871,468076,468246,465033,463763,462443,463130,464179,466068,468180,469435,471601,473181,475054,477783,481312,485474,488104,491006,494864,498899,502699,505897,507149,510656,512852,516356,518606,520159,523872,525598,529243,531657,534122,535940,539399,541557,545690,548322,553478,557593,560762,563927,565267,567120,569872,573801,578168,582797,586572,590177,592118,595564,599471,605199,607838,608866,607521,608812,609435,609310,607634,605770,604147,603915,607026,610768,615304,617264,619679,619743,619512,619483,622234,626891,633045,637205,639217,639418,641154,645896,651473,657575,664280,671363,677328,682282,686619,"Orange County",92704,"CA","Santa Ana",12394.5,17.19,2.6875,4,1
"123",122,350287,349776,350881,354277,356201,356361,353234,350723,347404,343469,339623,338167,336152,334669,331238,329374,327019,325315,323640,321164,319857,319071,318775,316643,316423,316560,318363,318598,320531,323255,325766,329012,332416,337227,341360,347578,351981,355780,360112,365747,371341,377421,384280,392471,396606,399035,400645,402700,406612,412195,413026,413043,411198,411792,412725,411257,412899,414317,417541,417978,416980,416592,421351,425043,429358,430004,431689,433485,435877,438546,441476,446083,452700,454936,454216,454314,455582,458420,459201,462995,466423,469967,472014,473674,472954,475301,479053,484460,489443,492913,495325,495468,496887,499935,502802,506349,512245,517685,520708,519827,519210,520144,522568,525328,526636,526834,525508,523114,518869,516504,515886,519456,522830,527238,530470,531879,531331,529754,529774,531646,536130,541601,548184,553406,558790,562757,567909,575373,585481,597295,609432,621256,632312,642474,652310,"San Diego County",92071,"CA","Santee",3495.8,13.99,3.5,4,3
"124",123,590135,589405,588376,592615,596374,597719,592075,586482,580457,575315,569909,566634,565753,565042,562787,557607,550931,547764,547454,546399,543195,541255,540712,540515,536184,532155,530917,531236,533951,536745,542953,551924,559774,567759,572846,578338,589188,601930,617604,631019,644724,654989,660575,663937,669156,673540,680234,687276,692644,695467,692038,690624,687682,687707,687682,688207,690844,693326,696621,697220,697628,698856,701592,704834,707135,710976,715945,721107,724847,729506,731388,736614,738833,743824,747687,751246,756211,757871,762383,765501,767443,766983,769497,771427,777634,780477,785247,787976,790784,794603,796701,799029,803216,808280,814456,820217,823664,826481,828099,832104,836316,841852,842985,842852,839790,841385,842170,842404,840435,838566,837187,836997,840432,843304,847413,847688,851491,851965,851606,850114,852893,859155,866552,872423,875510,878039,882505,891027,898243,906109,915144,925909,935225,942552,949620,"Orange County",92626,"CA","Costa Mesa",7178.9,30.72,2,2,2
"125",124,124331,123611,124129,125266,126166,127467,128557,129852,130017,129375,128456,127932,128101,128789,128908,128435,127380,126094,125189,124416,124125,123573,123475,123218,123300,123428,124292,125192,126214,126732,127146,128483,130261,133075,135561,138581,141484,145227,148691,152008,155417,160279,165842,171407,176574,181063,185050,188386,192033,194460,196516,198270,200777,202829,204600,204665,204596,204293,205443,206721,207550,208451,209995,211830,213849,214423,214833,216470,218722,221471,222518,224249,225688,228242,229975,232302,233697,236895,241143,244179,246407,247610,250519,252363,254594,256279,258020,259283,261172,262823,263017,263372,264500,267249,269716,272450,275417,277561,280953,283061,285014,285770,287446,289473,291117,291010,291187,291540,292116,292539,292504,294863,295474,297356,297344,298369,298565,300432,301847,303225,304038,306756,309212,310725,313548,316049,320076,323351,327551,331202,335349,339717,344737,348862,353562,"Stanislaus County",95350,"CA","Modesto",4616.1,44.28,2.23076923076923,1,2
"126",125,244346,244132,244624,243889,243840,243911,244470,243379,241117,238943,237937,238529,237571,235547,232686,231249,228929,226825,224860,224328,224571,223628,222703,221136,221009,221023,221942,222174,222991,223158,224330,227328,231404,236613,239986,243784,248334,254404,260979,268772,278056,287941,298924,305413,311003,313826,319771,325818,329546,331733,332615,333052,331961,331700,329246,330133,330675,333805,335193,335070,336478,338958,342083,344902,346966,348559,350564,351917,353856,356188,358516,362904,365967,367575,368770,371045,374453,376070,377741,380297,383603,386092,389026,390136,392913,396484,401230,404087,406416,410884,415562,418715,420797,423407,425857,428950,431555,434863,436534,437781,439919,442518,445186,446645,446004,444798,443704,444111,444058,443010,442325,444188,447830,451715,453334,453697,454351,454833,457142,458909,462170,464207,468042,471236,473802,474862,478070,483603,490616,498455,505233,512122,518676,527316,535399,"Sacramento County",95624,"CA","Elk Grove",3862.2,18.85,3.375,4,3
"127",126,205012,206277,206729,207137,208399,208752,208851,207640,208218,207575,208705,208385,207949,206174,205634,205643,206007,205006,204448,204674,204110,203715,202532,202624,202347,202395,202380,202886,203344,205359,207911,211505,215304,217924,220034,221848,225397,229013,233915,238665,243802,248445,252951,256488,259455,264014,269485,275039,278983,282985,285094,286239,287780,289704,290869,291521,292958,295042,296581,297532,299099,300974,303020,305822,307552,309580,310984,313518,316010,318178,319893,322587,325066,327627,329960,332021,334122,335566,338792,341701,343691,345118,347584,349725,351194,351400,353237,355637,358533,361327,362547,364418,367104,370393,371923,373424,375533,379900,382811,385391,388042,390790,393317,394152,395060,394666,396175,396356,399017,400066,402076,402582,403062,404194,406032,407271,407372,409252,410312,413596,414568,416526,417827,420330,423456,426357,429452,434136,439971,445386,451371,456830,463397,470268,478238,"Riverside County",92509,"CA","Riverside",3935.2,30.88,1.76923076923077,2,3
"128",127,807142,807767,808956,812780,811444,811388,806697,804917,798709,790915,781500,775876,770649,766803,761196,758549,755871,753389,749466,744111,742412,742564,744099,740712,741689,743313,747532,747797,751047,755913,761107,767729,772081,779405,785504,800989,810892,819847,830089,844828,860968,876204,892528,908663,918593,924381,929271,931667,939575,949164,947801,942979,934082,931505,933519,928055,929447,927565,934852,936356,933243,931672,941728,950595,959699,960856,962347,967132,972753,980603,985625,994938,1010246,1017104,1015954,1015616,1018710,1027357,1030468,1040758,1049822,1061283,1066765,1070588,1067152,1069646,1076334,1087822,1098793,1105673,1107576,1105264,1105906,1111711,1118724,1127567,1142784,1157480,1167311,1168231,1168424,1172426,1177448,1181895,1183256,1184809,1187249,1187317,1183117,1180015,1181211,1191157,1202613,1214472,1224830,1231167,1231246,1231121,1234680,1241761,1249304,1253535,1259945,1264465,1269393,1272096,1277701,1288549,1306398,1324290,1339869,1354938,1372350,1393697,1414096,"San Diego County",92024,"CA","Encinitas",3299.5,14.63,3.66666666666667,4,3
"129",128,145082,146066,146712,147581,149917,151036,151806,151605,152629,152246,153151,153509,153769,152635,151955,151700,151888,150637,150033,150163,150151,150038,149003,148630,147997,148067,148057,148118,147843,148729,150374,153269,156144,158124,159149,160343,163112,166389,170141,173858,178071,182674,186493,189360,191653,195457,200492,205707,209783,213421,216304,218708,221160,223454,225842,227503,229319,230945,232394,233123,233984,234857,235819,237039,237751,238642,239123,240515,242373,244148,245396,247033,248668,250606,252248,253952,255696,257166,259464,261381,262752,263974,265845,267891,269376,270011,271515,273340,275739,278123,279799,281944,284403,287098,288844,290359,292281,295663,298581,301320,303647,305838,308188,309619,311084,310958,312140,312278,314371,315331,316989,317618,318175,319203,320564,321828,322227,324414,325569,328591,329685,331428,332425,334214,336797,339282,341812,345095,349331,353240,357882,362025,367106,372487,378763,"Riverside County",92553,"CA","Moreno Valley",3957.3,31.59,1.9,1,3
"130",129,383579,386598,387686,389169,392321,393046,392567,389485,389377,386620,388446,388080,387688,384337,382368,381081,380932,377988,376053,374662,372733,371366,368429,367439,365640,365416,365031,364930,364120,365859,368124,374759,381726,387092,389246,390655,395688,401203,408851,417449,427232,437271,447918,454350,458631,463490,472201,481242,487038,492832,495697,496262,496088,496338,495464,493304,492251,493060,493782,493777,494960,495399,495950,497359,498330,499493,499196,501216,503870,506299,507088,508874,509909,511879,513239,514333,515215,515288,518734,521737,523431,524294,526703,529046,530863,530940,533781,537081,541155,545070,546799,549588,553646,558544,561320,563430,566218,571986,575702,579954,584076,588506,591524,592123,592550,590637,591425,590564,593702,594170,595675,594754,593362,592534,592927,593007,591796,593535,593768,597509,597427,598934,599472,601646,605514,609280,613728,620043,627965,635327,643852,651512,661208,671652,684048,"Riverside County",92880,"CA","Eastvale",4383.2,16.74,2.14782608695652,4,3
