"","X","X2010.01.31","X2010.02.28","X2010.03.31","X2010.04.30","X2010.05.31","X2010.06.30","X2010.07.31","X2010.08.31","X2010.09.30","X2010.10.31","X2010.11.30","X2010.12.31","X2011.01.31","X2011.02.28","X2011.03.31","X2011.04.30","X2011.05.31","X2011.06.30","X2011.07.31","X2011.08.31","X2011.09.30","X2011.10.31","X2011.11.30","X2011.12.31","X2012.01.31","X2012.02.29","X2012.03.31","X2012.04.30","X2012.05.31","X2012.06.30","X2012.07.31","X2012.08.31","X2012.09.30","X2012.10.31","X2012.11.30","X2012.12.31","X2013.01.31","X2013.02.28","X2013.03.31","X2013.04.30","X2013.05.31","X2013.06.30","X2013.07.31","X2013.08.31","X2013.09.30","X2013.10.31","X2013.11.30","X2013.12.31","X2014.01.31","X2014.02.28","X2014.03.31","X2014.04.30","X2014.05.31","X2014.06.30","X2014.07.31","X2014.08.31","X2014.09.30","X2014.10.31","X2014.11.30","X2014.12.31","X2015.01.31","X2015.02.28","X2015.03.31","X2015.04.30","X2015.05.31","X2015.06.30","X2015.07.31","X2015.08.31","X2015.09.30","X2015.10.31","X2015.11.30","X2015.12.31","X2016.01.31","X2016.02.29","X2016.03.31","X2016.04.30","X2016.05.31","X2016.06.30","X2016.07.31","X2016.08.31","X2016.09.30","X2016.10.31","X2016.11.30","X2016.12.31","X2017.01.31","X2017.02.28","X2017.03.31","X2017.04.30","X2017.05.31","X2017.06.30","X2017.07.31","X2017.08.31","X2017.09.30","X2017.10.31","X2017.11.30","X2017.12.31","X2018.01.31","X2018.02.28","X2018.03.31","X2018.04.30","X2018.05.31","X2018.06.30","X2018.07.31","X2018.08.31","X2018.09.30","X2018.10.31","X2018.11.30","X2018.12.31","X2019.01.31","X2019.02.28","X2019.03.31","X2019.04.30","X2019.05.31","X2019.06.30","X2019.07.31","X2019.08.31","X2019.09.30","X2019.10.31","X2019.11.30","X2019.12.31","X2020.01.31","X2020.02.29","X2020.03.31","X2020.04.30","X2020.05.31","X2020.06.30","X2020.07.31","X2020.08.31","X2020.09.30","X2020.10.31","X2020.11.30","X2020.12.31","X2021.01.31","X2021.02.28","X2021.03.31","County","Zip","State","City","Population_density","Crime_rate_Per1000","School_ranking","crime_rate","label_density"
"28",27,216168,216696,217353,218072,220143,220642,220513,218944,219491,218760,220211,219949,219642,217990,217189,216555,216380,214637,213570,213808,212838,212409,210208,210293,209888,210537,210783,211380,211775,213816,216695,220552,224109,226169,227961,229946,233555,237353,242328,247571,253220,258603,263383,266531,271288,277973,286176,292104,296515,300608,303091,304431,305881,307797,309636,311234,312161,313320,313676,314488,315790,317116,318800,320936,322521,324125,325135,327419,329679,331562,332761,334968,337099,339446,341346,343348,345313,346817,349228,351418,352965,354349,356524,358641,360162,360805,362962,365547,368477,371387,373308,375752,378441,381376,382990,384471,386638,390628,393500,396089,398883,401637,404261,405009,405791,405115,406294,406465,408878,409837,411505,411684,411529,412033,413113,413852,413413,414885,415454,418228,418713,420059,420942,423073,426212,429056,432088,436648,442570,448165,454406,460057,466997,474443,482979,"Riverside County",92503,"CA","Riverside",3935.2,30.88,1.76923076923077,2,3
"29",28,283072,284407,286468,290622,292676,293565,292073,291854,290598,288592,286178,285230,284394,283767,282850,282824,282548,280660,278455,275481,274735,274488,274783,273571,273998,274565,275660,275011,275974,278253,281083,284118,287420,291786,295918,302177,306675,310948,316186,323517,330739,338059,344802,352002,355447,357785,359615,361456,365308,370423,371533,371072,369314,369373,370777,370775,373740,376536,380902,382744,382620,382894,387775,391778,395897,397132,398881,401021,402832,404922,406740,410820,416839,419280,418374,419018,420695,423905,424855,428245,431903,435722,438274,439853,439401,441578,445529,450209,454607,457258,459807,460133,461488,463102,464913,467718,473334,478614,481737,481248,480574,481784,484422,487820,489329,490740,490702,489954,486577,484797,484533,488384,492255,497341,501037,502690,502632,501432,501793,502926,506971,511903,518312,523442,528837,532418,537183,544251,554045,565441,577082,589097,600406,611067,621157,"San Diego County",91911,"CA","Chula Vista",5236.5,17.41,2.93333333333333,4,2
"30",29,449792,449327,448699,449378,447264,444016,438390,434765,430204,425061,420104,418342,415205,412215,408190,406861,405127,403180,400474,396536,393841,391963,391293,389619,390862,392489,394786,394511,397333,401672,406675,411880,418110,425504,431855,439858,445604,451152,458814,468535,476516,483645,491289,498269,500812,501528,503814,505843,509280,514240,514634,514093,512538,513860,517137,520682,526671,530964,534417,535274,533891,533538,538310,542763,547446,548352,549391,550000,551224,553462,556221,561580,569896,572524,570761,569405,570271,573313,573793,577409,581285,586084,589237,591267,590069,592258,596901,603224,609237,612594,614259,613370,614570,617966,620993,624452,631311,638592,643351,643025,640984,641407,638864,637116,631839,630431,630159,629383,626266,621939,618254,618074,618760,621871,626685,629404,629633,627056,626202,626317,627745,630263,634217,637471,639980,640122,640827,643249,648893,654574,658627,662268,665609,668698,671066,"San Diego County",92101,"CA","San Diego",4208.9,19.59,2.98245614035088,3,3
"31",30,498801,496980,495250,496453,500651,499258,496569,491969,485458,478005,468292,465493,463352,464334,463990,462931,459285,458672,459735,465014,471031,475744,482225,483644,485801,484353,484082,485970,487941,491935,495531,496272,498310,504979,514744,528164,538132,550836,561635,573992,587070,599878,613283,629756,645353,655104,659369,658963,663272,666116,673321,675618,677477,677733,682286,679805,675284,669645,674122,681034,688934,696559,702316,707303,714446,723389,725497,729611,735661,749779,758697,768542,775110,783205,789473,799112,806963,813694,826501,840696,856157,863476,868091,871679,878874,884555,891497,896797,904731,913561,912024,915064,917685,931878,946855,960729,973322,988727,1006429,1023651,1037865,1050714,1067920,1079076,1091134,1096066,1105671,1112806,1118598,1115410,1107437,1105284,1114364,1127529,1140285,1147866,1153752,1159213,1168565,1183077,1195956,1210150,1224163,1237257,1240553,1242795,1245212,1254066,1264016,1275573,1280995,1283416,1287606,1294703,1303794,"Los Angeles County",90019,"CA","Los Angeles",8335.9,21.28,2.21276595744681,3,1
"32",31,545127,545333,545877,546793,552382,553176,551744,546889,543324,539339,535170,529792,524934,520391,517952,513833,506875,498511,497475,497323,500064,496553,492343,487766,483709,481344,478768,479682,483915,492125,497122,504805,511263,522946,534734,547978,562860,575782,592229,609831,630918,649218,662385,670442,676495,683650,693558,705421,714435,723643,726321,727477,723613,721283,723666,730612,738650,746479,754354,760214,765165,769854,780404,791979,802311,811832,822796,835782,851615,862300,868770,876326,887694,902339,907912,913411,919104,925611,927796,927812,923938,927357,931436,936598,939631,943265,952319,956122,958781,964387,972949,982628,996579,1010833,1028077,1046837,1064897,1077387,1088197,1107658,1134885,1157170,1177172,1189738,1197054,1195428,1191353,1180617,1169689,1164059,1158755,1154113,1150405,1148576,1141389,1128429,1118217,1110768,1104450,1106880,1118385,1125449,1129530,1126878,1125549,1125675,1131484,1145933,1161385,1180018,1199730,1216848,1228931,1245584,1267577,"Alameda County",94536,"CA","Fremont",2937.8,17.18,3.66666666666667,4,4
"33",32,289719,291641,292583,293901,296378,297737,297960,296223,295910,294098,295281,295682,295584,293799,292754,292412,292725,290515,289037,288581,288132,288329,286957,286874,286567,287137,287548,287891,287838,290002,293476,299619,304980,308251,310341,312992,318271,323682,330821,338337,347106,355938,363775,368875,375213,383457,392967,399746,404327,409070,411384,412006,411903,411738,411235,410380,409262,409276,409263,409738,410357,410706,411374,413213,414436,416080,417059,419329,421582,423139,424108,426428,428563,430967,432802,434310,435958,437073,439650,441832,443048,444255,446173,448054,449427,449610,451662,453957,457011,459902,461917,464474,467796,471198,473157,474653,476504,480722,483631,486945,489650,492335,494266,494637,494809,493178,493809,493330,496196,497242,499363,499578,499475,499733,500338,500837,500217,502099,502484,505594,505863,507196,507815,509761,513201,516717,520994,526593,533682,540352,548158,555313,563975,573353,584166,"Riverside County",92592,"CA","Temecula",2910.6,23.41,2.77777777777778,2,4
"34",33,262899,260932,260375,261283,264559,263810,263036,260352,259434,258624,258120,257991,258432,258533,257578,256399,253558,253311,252438,252387,251369,250617,251232,250867,250844,250777,251205,252000,253362,254602,256081,256940,258842,261760,264598,268955,272239,277126,281438,286871,291646,297093,302673,309798,315982,320439,323563,325167,327584,328332,329530,329762,331031,331909,333113,333045,332808,333237,334896,336967,339756,342661,345955,347534,349682,351419,353828,356042,358704,361556,364367,368007,370349,373047,374872,378923,381751,385082,387130,390257,393791,397526,399833,401511,403885,406443,409419,411392,414365,416671,419285,421482,423478,424984,428167,431590,435485,439055,442847,446065,449578,452514,455879,457063,457569,458082,458335,458049,457406,455531,453714,453724,456644,460564,461722,462430,463930,466816,468666,471192,474391,479496,485159,489705,491895,493445,497163,502556,507812,512145,517193,521993,526377,530077,533443,"Los Angeles County",90280,"CA","South Gate",13264.4,28,2.42857142857143,2,1
"35",34,274861,271120,270561,271383,273488,271782,270690,267193,264511,262040,259952,259047,258768,258528,256729,254905,252769,253018,253250,253867,253469,252493,252307,251347,251403,251652,252494,253190,253611,253950,254050,255069,257002,260806,264161,268328,270272,273525,277295,282911,287837,293437,298779,304638,309697,313215,315932,317365,320440,322211,324183,325266,328081,329978,332376,333185,334345,335447,337875,340584,344210,347407,350465,351705,352768,353933,355721,357915,359918,362417,365043,369166,371351,374135,375713,378584,380516,383018,384875,387997,391683,395390,397105,397751,400192,402708,405873,408859,413331,417336,421261,423903,426111,428124,432025,436300,439245,442313,445461,448922,452098,454877,457489,458751,459773,460206,460917,460427,460795,459390,458893,459198,461907,464930,465788,465358,466304,468516,470749,473677,477764,483541,488855,493387,495856,498184,502437,508686,513980,518563,522539,526435,529102,531277,533345,"Los Angeles County",90201,"CA","Bell",14417.8,19.91,2,3,1
"36",35,284802,284274,286312,289451,292211,293699,293948,294367,294677,293663,290379,288329,287964,289186,287560,283798,281019,278755,276753,273399,271274,269783,270533,269583,267991,265170,264690,266592,267725,268296,269000,271433,274659,277654,280537,284575,289269,294246,299166,304479,311670,319758,329024,336330,344098,351378,358869,365221,371566,378513,384149,387225,389279,390373,390631,391916,391486,392734,391892,392578,391872,392675,393117,395019,395774,397934,399766,401508,403636,405093,408094,409641,411845,412271,414315,415675,418291,419051,420973,422479,425146,427096,428469,430631,433155,436476,438375,441343,442823,446457,447752,450725,451600,454170,457540,461007,463982,465900,468001,469278,472310,474576,477715,478665,480569,481020,480135,479001,479117,479820,480557,481179,483949,486006,486647,486093,486014,487114,488604,489742,490790,493026,496329,500517,501955,504360,508341,514434,520570,526654,533479,541250,549237,556871,564453,"San Bernardino County",91730,"CA","Rancho Cucamonga",4332.1,21.24,4,3,3
"37",36,437055,434873,433140,435186,441681,442093,437488,432048,431019,431605,431405,432015,433035,437030,439658,441870,440909,444190,449481,458211,465133,470134,472530,473940,474366,475316,475510,475842,475046,474228,474741,471802,470480,471965,479234,489641,498297,508606,519137,533193,546480,558708,569149,582199,593808,601672,607556,609643,616684,619986,626930,629953,636947,643946,651368,656104,659634,667343,675874,686604,698317,713082,725907,734588,744222,755051,767270,777725,791774,804469,818143,833294,846449,860155,870901,887710,901397,915801,931107,952801,970200,985227,994200,1004566,1015764,1024044,1034105,1043834,1056830,1070071,1081477,1092027,1106146,1125003,1151087,1173110,1191846,1210190,1233753,1256544,1279263,1298922,1320683,1340351,1355186,1367042,1374046,1383429,1391213,1399093,1403527,1411813,1428347,1448400,1466536,1479400,1493224,1504804,1519441,1534839,1548223,1562298,1573484,1588165,1590459,1593374,1597394,1607473,1619115,1633265,1645978,1657828,1673075,1688239,1706784,"Los Angeles County",90004,"CA","Los Angeles",8335.9,21.28,2.21276595744681,3,1
"38",37,756307,756229,756351,757012,754294,753615,749817,749809,744460,737035,730363,728652,724530,720128,714088,711073,706443,703013,697233,688175,680815,678882,678954,674659,672717,672863,674846,673605,676937,682352,690040,699688,709226,716808,721405,730998,738916,745838,754490,766011,777309,786613,797739,809961,816866,819860,822165,824605,834320,846070,848433,847602,842622,845095,850593,846991,848931,848142,857660,860467,854992,851244,858029,866114,874814,876311,874401,876138,876526,884373,888906,898156,907961,909988,906600,907645,913144,922285,923908,932147,938882,949588,953749,958680,961366,970542,982751,994504,1004873,1010492,1027861,1040530,1059940,1068715,1080469,1091211,1112225,1131545,1144399,1147192,1146742,1152051,1147294,1145911,1141437,1149085,1156457,1158050,1153120,1148494,1149359,1158390,1168244,1182134,1192967,1201415,1203633,1202564,1203537,1208645,1218863,1224226,1231015,1234424,1242299,1242946,1248663,1255568,1267511,1278419,1287396,1296431,1302858,1313471,1321829,"San Diego County",92109,"CA","San Diego",4208.9,19.59,2.98245614035088,3,3
"39",38,331921,330843,330935,332158,335967,335703,335197,332969,332470,331963,330343,329170,328111,328217,326872,325483,321073,320105,318956,319094,317197,314604,313824,312272,311723,310520,309320,308835,309398,310544,311843,312519,314554,318476,322392,327869,331816,338635,345780,353846,360980,367889,374802,383197,390117,395312,398652,400663,403612,403908,405076,405241,407097,408187,409950,410310,411282,412368,414965,417378,421353,425282,429159,430536,432588,434785,437510,440016,442540,445528,448364,452380,454196,456676,457946,462255,465041,468169,469850,472773,476582,480514,482947,484795,487789,490445,493509,495522,499033,501964,505611,508790,511661,514379,518842,523196,527437,532087,537148,541073,543915,546573,549149,550096,550194,550042,550553,550054,549438,546301,543535,543310,547730,553343,555157,555392,555360,558197,560958,565865,571256,577365,583823,589454,592455,594402,599613,607283,615947,622748,629140,634560,639915,646347,652672,"Los Angeles County",91342,"CA","Los Angeles",8335.9,21.28,2.21276595744681,3,1
"40",39,339227,338170,338875,340160,343701,343062,343068,340760,339387,337181,334012,331768,330293,330478,328739,327254,323118,322620,321811,321640,319784,317017,316165,314863,314334,313076,312537,313121,315400,317322,318844,319724,321242,325069,328436,332979,335876,341481,347252,353707,358048,363005,368084,375093,381472,385795,389271,390771,394322,394967,396358,396408,398564,399830,401499,401722,402618,404408,407497,410956,414352,417713,421079,422331,424087,425536,427352,428978,430718,433008,435391,439225,441834,445152,446849,451178,453930,457457,460513,464656,469363,473100,475021,475957,478251,480506,483513,485671,489891,493772,498114,501723,504380,506831,510663,515021,518814,523122,527614,531486,533932,535956,537489,537296,536850,536689,537383,536983,536714,534237,531906,531664,534755,538433,538800,538484,538721,540198,541265,543888,546778,551994,558150,564457,567985,570515,575980,583015,589909,595737,601166,605747,610121,613660,616369,"Los Angeles County",90706,"CA","Bellflower",12721.5,20.85,2.5,3,1
"41",40,162312,161900,162371,163959,166026,167818,168507,169182,170090,169976,168206,166860,167168,168750,168848,167922,167481,167346,166983,165764,165207,164879,166130,166428,166698,166129,166841,168988,171050,172961,174733,177203,179932,182359,184702,188011,191349,194571,197774,201115,205035,209412,214294,218836,224102,230042,235788,240353,244794,250042,254515,257331,259933,262034,264319,266170,266800,267897,268253,269468,269811,270873,272288,274594,276123,277913,279561,281718,284389,286291,288721,290617,293195,294694,296556,298241,300811,302592,304733,306412,308293,309758,310804,312612,314867,317825,319995,322695,324230,327286,328757,331352,332655,335550,339310,342827,345631,347503,349513,350939,353548,355372,358181,359642,362059,363064,363084,362649,362989,363688,364883,366161,369009,371455,372445,372578,373191,374585,375891,376451,377371,379377,382414,385992,387672,389774,393211,398117,402778,407551,413106,419962,426778,433230,439159,"San Bernardino County",92335,"CA","Fontana",4820.5,18.14,2.11111111111111,4,2
"42",41,544173,543615,551931,554082,557762,551049,546954,545122,548417,549737,543034,535402,529300,523270,516718,510973,504765,504544,503340,504449,498328,491901,492220,491802,491426,492969,496930,505476,513740,521298,530195,537410,547469,559007,570786,582444,593816,601935,612691,623032,636861,650007,659135,667352,673231,681714,682607,690933,699343,713563,716409,717083,712008,710406,713910,719846,728883,733418,743217,746750,749990,751239,759942,765287,781415,789858,800308,802075,807224,812715,817938,823806,829771,833078,836650,844253,841990,843600,839763,846941,847381,852347,855514,861903,866803,873627,876627,881571,886301,894086,904197,917932,938644,957886,978470,998244,1019230,1040088,1060801,1076696,1102654,1125105,1142880,1139523,1126972,1113063,1097879,1079146,1058178,1041017,1027314,1022626,1021450,1018538,1012785,1001784,998823,994695,994774,996513,1006714,1018967,1032141,1038592,1036644,1036952,1041267,1057730,1070589,1085065,1096407,1108055,1113736,1116261,1117182,"Santa Clara County",95123,"CA","San Jose",5718.3,24.34,2.66666666666667,2,2
